user_id,total_failed_logins,total_admin_requests,total_pwd_changes,recent_failed_logins_7d,days_since_last_event,days_since_last_pwd_change,is_compromised,y_pred
user_260449,3,2,1,0,274,278.0,0,0.0
user_17319,4,1,0,0,273,283.0,0,0.0
user_351580,2,2,2,0,273,283.0,0,0.0
user_309659,0,0,0,0,273,283.0,0,0.0
user_33337,2,0,1,0,273,299.0,0,0.0
user_204749,1,2,0,0,272,283.0,0,0.0
user_348087,2,1,1,0,273,279.0,0,0.0
user_269371,0,1,0,0,275,283.0,0,0.0
user_444676,3,1,2,0,275,281.0,0,0.0
user_100991,2,1,2,0,272,274.0,0,0.0
user_382949,5,0,1,0,272,277.0,0,0.0
user_439908,3,0,2,0,273,289.0,0,0.0
user_475808,2,0,2,0,274,286.0,0,0.0
user_423001,2,2,1,0,275,300.0,0,0.0
user_138402,4,0,1,0,272,279.0,0,0.0
user_82433,1,1,1,0,272,291.0,0,0.0
user_418000,3,1,1,0,272,298.0,0,0.0
user_210372,5,2,3,0,274,274.0,0,0.0
user_368524,1,0,0,0,273,283.0,0,0.0
user_154182,1,1,3,0,273,273.0,0,0.0
user_241508,2,0,0,0,272,283.0,0,0.0
user_31948,2,1,2,0,272,276.0,0,0.0
user_57403,0,3,1,0,273,273.0,0,0.0
user_277216,3,0,1,0,278,300.0,0,0.0
user_332352,0,1,2,0,273,291.0,1,0.0
user_355089,1,3,1,0,273,286.0,0,0.0
user_469935,2,1,2,0,272,279.0,0,0.0
user_110945,0,2,0,0,272,283.0,0,0.0
user_346400,2,1,2,0,272,283.0,0,0.0
user_83247,2,0,2,0,272,282.0,0,0.0
user_237850,1,1,0,0,274,283.0,0,0.0
user_474143,2,0,2,0,272,289.0,0,0.0
user_107241,3,1,3,0,275,286.0,0,0.0
user_4502,3,2,2,0,272,283.0,0,0.0
user_39973,2,0,0,0,273,283.0,0,0.0
user_260119,1,1,0,0,272,283.0,0,0.0
user_477523,3,2,1,0,273,290.0,0,0.0
user_451018,4,1,0,0,272,283.0,0,0.0
user_183043,4,1,1,0,273,277.0,0,0.0
user_313471,7,1,0,0,273,283.0,0,1.0
user_114210,0,0,1,0,273,296.0,0,0.0
user_246978,1,0,0,0,272,283.0,0,0.0
user_415351,2,2,1,0,272,284.0,0,0.0
user_472488,2,1,2,0,272,273.0,0,0.0
user_5013,3,1,0,0,274,283.0,0,0.0
user_151324,2,2,0,0,274,283.0,1,0.0
user_260354,3,1,0,0,274,283.0,0,0.0
user_225746,0,0,1,0,272,276.0,0,0.0
user_109306,2,1,1,0,272,293.0,0,0.0
user_206940,9,1,0,0,272,283.0,1,1.0
user_141030,7,4,2,0,274,288.0,1,1.0
user_142178,1,3,0,0,272,283.0,0,0.0
user_118159,0,2,1,0,272,272.0,0,0.0
user_491976,2,1,1,0,273,292.0,0,0.0
user_464808,2,0,0,0,273,283.0,0,0.0
user_146494,4,0,0,0,272,283.0,0,0.0
user_431626,1,2,1,0,272,276.0,0,0.0
user_51311,0,3,1,0,272,275.0,0,0.0
user_208704,4,3,1,0,274,274.0,1,0.0
user_325373,2,0,0,0,272,283.0,0,0.0
user_132882,3,0,0,0,273,283.0,0,0.0
user_286763,2,0,2,0,276,276.0,0,0.0
user_154750,3,1,0,0,272,283.0,0,0.0
user_290991,2,0,0,0,272,283.0,0,0.0
user_341342,0,0,2,0,273,287.0,0,0.0
user_35318,1,1,1,0,275,290.0,0,0.0
user_483438,3,3,0,0,274,283.0,0,0.0
user_302998,0,1,1,0,273,300.0,0,0.0
user_389105,1,3,2,0,274,276.0,0,0.0
user_426451,0,1,0,0,272,283.0,0,0.0
user_448260,3,1,3,0,273,280.0,0,0.0
user_80620,0,1,0,0,272,283.0,0,0.0
user_324834,2,1,1,0,275,281.0,0,0.0
user_495767,1,1,0,0,272,283.0,0,0.0
user_473133,1,1,2,0,273,276.0,0,0.0
user_49376,1,1,5,0,272,279.0,0,0.0
user_78273,0,2,0,0,273,283.0,0,0.0
user_435686,2,0,0,0,272,283.0,0,0.0
user_43105,2,0,2,0,273,284.0,0,0.0
user_275787,2,2,0,0,272,283.0,0,0.0
user_230133,0,0,1,0,273,281.0,0,0.0
user_369258,1,2,2,0,275,279.0,0,0.0
user_184525,1,0,0,0,272,283.0,0,0.0
user_310514,3,1,2,0,272,279.0,0,0.0
user_88172,1,1,1,0,274,281.0,0,0.0
user_86011,2,0,0,0,272,283.0,0,0.0
user_307340,3,0,1,0,272,287.0,0,0.0
user_15180,2,3,2,0,273,292.0,0,0.0
user_49280,3,0,1,0,274,296.0,0,0.0
user_1349,0,0,1,0,274,279.0,0,0.0
user_71041,1,0,0,0,273,283.0,0,0.0
user_47114,5,3,2,0,273,287.0,0,0.0
user_318230,3,2,1,0,272,287.0,0,0.0
user_422867,2,2,1,0,277,297.0,0,0.0
user_182801,2,4,1,0,272,289.0,0,0.0
user_483352,1,2,1,0,272,301.0,0,0.0
user_130855,4,2,1,0,274,298.0,0,0.0
user_304516,3,0,1,0,273,279.0,0,0.0
user_320319,4,0,1,0,273,284.0,0,0.0
user_245346,9,2,2,0,272,292.0,1,1.0
user_315568,0,1,2,0,278,287.0,0,0.0
user_496558,0,1,0,0,281,283.0,0,0.0
user_143796,3,1,0,0,272,283.0,0,0.0
user_217867,4,1,0,0,272,283.0,0,0.0
user_477396,1,0,1,0,272,287.0,0,0.0
user_124319,2,2,1,0,272,290.0,0,0.0
user_116901,1,1,0,0,278,283.0,0,0.0
user_343870,2,2,3,0,272,278.0,0,0.0
user_229299,2,3,1,0,273,301.0,0,0.0
user_298031,2,1,0,0,272,283.0,0,0.0
user_361517,2,2,2,0,272,284.0,0,0.0
user_21004,2,1,1,0,273,285.0,0,0.0
user_406586,2,4,0,0,275,283.0,0,0.0
user_205934,3,2,0,0,274,283.0,0,0.0
user_487369,2,0,3,0,274,278.0,0,0.0
user_325603,2,1,0,0,273,283.0,0,0.0
user_439288,2,2,2,0,278,282.0,0,0.0
user_167742,1,2,1,0,277,280.0,0,0.0
user_168704,2,0,3,0,272,272.0,0,0.0
user_327972,1,0,1,0,272,299.0,0,0.0
user_174438,2,1,0,0,276,283.0,0,0.0
user_344195,0,0,0,0,272,283.0,0,0.0
user_286062,2,0,2,0,272,297.0,0,0.0
user_287462,2,0,1,0,276,280.0,0,0.0
user_437098,1,0,1,0,273,273.0,0,0.0
user_198079,1,0,1,0,272,287.0,0,0.0
user_167868,1,2,1,0,272,301.0,0,0.0
user_251430,4,1,0,0,272,283.0,0,0.0
user_291819,4,1,0,0,272,283.0,0,0.0
user_179945,1,0,0,0,277,283.0,0,0.0
user_207819,1,0,0,0,273,283.0,0,0.0
user_303459,0,3,1,0,272,272.0,0,0.0
user_262116,1,1,3,0,272,273.0,0,0.0
user_235596,4,0,1,0,272,280.0,0,0.0
user_300830,0,1,0,0,272,283.0,0,0.0
user_180309,1,4,1,0,273,286.0,0,0.0
user_146940,2,1,1,0,272,296.0,0,0.0
user_7968,3,0,1,0,272,272.0,0,0.0
user_485424,2,1,1,0,275,299.0,0,0.0
user_164071,4,1,1,0,272,296.0,0,0.0
user_230326,1,1,0,0,274,283.0,0,0.0
user_399724,3,0,0,0,274,283.0,0,0.0
user_156634,0,1,3,0,272,272.0,0,0.0
user_451534,3,1,0,0,272,283.0,0,0.0
user_73827,1,1,2,0,273,274.0,0,0.0
user_426501,2,2,1,0,272,289.0,0,0.0
user_475199,2,4,1,0,272,298.0,0,0.0
user_285889,4,0,0,0,273,283.0,0,0.0
user_466327,4,0,1,0,273,275.0,0,0.0
user_90066,2,0,0,0,272,283.0,0,0.0
user_270424,2,2,1,0,273,274.0,0,0.0
user_381797,5,0,0,0,272,283.0,0,0.0
user_2086,7,1,0,0,272,283.0,0,1.0
user_74321,3,1,1,0,272,288.0,0,0.0
user_459762,3,2,1,0,273,282.0,0,0.0
user_218130,1,2,0,0,272,283.0,0,0.0
user_498599,3,0,1,0,272,293.0,0,0.0
user_488335,5,4,3,0,272,291.0,0,0.0
user_462731,1,0,0,0,272,283.0,0,0.0
user_94668,1,3,0,0,272,283.0,0,0.0
user_451867,1,1,1,0,272,282.0,0,0.0
user_235816,3,0,0,0,274,283.0,0,0.0
user_254904,2,1,1,0,275,277.0,0,0.0
user_339939,2,1,2,0,274,279.0,0,0.0
user_434926,3,0,2,0,272,272.0,0,0.0
user_350319,1,2,0,0,272,283.0,0,0.0
user_434072,2,1,1,0,274,292.0,0,0.0
user_399058,5,0,0,0,272,283.0,0,0.0
user_480758,4,1,0,0,274,283.0,0,0.0
user_23244,1,3,0,0,272,283.0,0,0.0
user_32142,0,1,0,0,274,283.0,0,0.0
user_489616,0,0,0,0,274,283.0,0,0.0
user_363521,3,0,0,0,272,283.0,0,0.0
user_326232,6,2,1,0,272,275.0,1,1.0
user_472664,2,0,0,0,274,283.0,0,0.0
user_148613,1,1,1,0,274,301.0,0,0.0
user_434225,2,1,0,0,273,283.0,0,0.0
user_489325,1,0,1,0,273,278.0,0,0.0
user_399278,2,0,0,0,273,283.0,0,0.0
user_392118,1,0,0,0,272,283.0,0,0.0
user_244121,1,0,0,0,272,283.0,0,0.0
user_230587,1,1,1,0,272,283.0,0,0.0
user_394313,1,1,2,0,273,289.0,0,0.0
user_80464,0,2,3,0,274,291.0,0,0.0
user_79780,1,5,1,0,272,282.0,0,0.0
user_378870,2,0,1,0,272,288.0,0,0.0
user_89110,0,1,0,0,274,283.0,0,0.0
user_207946,4,2,4,0,272,278.0,0,0.0
user_71817,2,2,1,0,272,299.0,0,0.0
user_214098,1,0,0,0,273,283.0,0,0.0
user_325291,5,0,3,0,273,283.0,0,0.0
user_74189,1,0,0,0,272,283.0,0,0.0
user_361274,1,2,0,0,272,283.0,0,0.0
user_186930,3,1,1,0,275,289.0,0,0.0
user_138414,2,1,0,0,273,283.0,0,0.0
user_229456,4,1,0,0,272,283.0,0,0.0
user_456377,3,0,1,0,275,280.0,0,0.0
user_121284,1,2,0,0,273,283.0,0,0.0
user_251684,1,1,0,0,272,283.0,0,0.0
user_121988,3,1,1,0,274,282.0,0,0.0
user_206511,2,3,3,0,275,283.0,0,0.0
user_57182,1,2,0,0,277,283.0,0,0.0
user_155600,0,2,0,0,274,283.0,0,0.0
user_40026,3,2,0,0,273,283.0,0,0.0
user_88132,2,3,1,0,275,286.0,0,0.0
user_163826,1,1,1,0,274,291.0,0,0.0
user_8195,4,0,2,0,273,281.0,0,0.0
user_357946,3,2,1,0,275,275.0,1,0.0
user_117463,4,0,0,0,273,283.0,0,0.0
user_438400,0,0,1,0,273,273.0,0,0.0
user_316060,3,1,2,0,273,284.0,0,0.0
user_222473,2,1,0,0,273,283.0,0,0.0
user_59069,0,1,0,0,274,283.0,0,0.0
user_229335,2,1,1,0,272,284.0,0,0.0
user_319469,2,2,0,0,275,283.0,0,0.0
user_204576,4,1,2,0,272,286.0,0,0.0
user_352743,0,1,0,0,273,283.0,0,0.0
user_62885,1,2,0,0,273,283.0,0,0.0
user_272416,3,2,1,0,273,292.0,0,0.0
user_204656,6,5,2,0,272,279.0,1,1.0
user_138509,6,0,0,0,273,283.0,0,0.0
user_271184,2,1,0,0,272,283.0,0,0.0
user_29015,2,2,0,0,272,283.0,0,0.0
user_421609,4,0,0,0,272,283.0,0,0.0
user_297155,3,1,1,0,275,301.0,0,0.0
user_428589,1,2,0,0,274,283.0,0,0.0
user_498985,2,1,0,0,276,283.0,0,0.0
user_429194,0,0,2,0,274,274.0,0,0.0
user_301157,1,0,2,0,272,290.0,0,0.0
user_193030,2,2,0,0,274,283.0,0,0.0
user_19273,1,0,0,0,274,283.0,0,0.0
user_413236,1,2,1,0,273,292.0,0,0.0
user_65425,3,1,1,0,272,289.0,0,0.0
user_255339,4,0,1,0,273,273.0,0,0.0
user_341392,1,2,2,0,273,273.0,0,0.0
user_108972,1,1,1,0,277,288.0,0,0.0
user_475789,0,0,1,0,273,273.0,0,0.0
user_135564,1,4,2,0,272,297.0,0,0.0
user_236306,5,1,1,0,272,301.0,0,0.0
user_497947,4,5,1,0,272,295.0,0,1.0
user_352031,3,0,1,0,275,299.0,0,0.0
user_215910,1,2,1,0,276,297.0,0,0.0
user_289604,1,1,1,0,276,288.0,0,0.0
user_377413,4,0,0,0,274,283.0,0,0.0
user_376646,4,2,1,0,272,302.0,0,0.0
user_240019,1,1,0,0,275,283.0,0,0.0
user_71473,2,1,2,0,273,279.0,0,0.0
user_403331,1,2,0,0,279,283.0,0,0.0
user_38773,3,1,0,0,274,283.0,0,0.0
user_386400,4,0,3,0,272,293.0,0,0.0
user_148965,3,6,0,0,272,283.0,1,1.0
user_162708,0,1,1,0,272,283.0,0,0.0
user_354010,1,0,1,0,273,294.0,0,0.0
user_123597,3,4,1,0,273,277.0,0,0.0
user_226113,3,0,0,0,273,283.0,0,0.0
user_302438,1,1,1,0,273,274.0,0,0.0
user_28913,2,0,0,0,273,283.0,0,0.0
user_56859,7,1,0,0,275,283.0,1,1.0
user_203626,1,1,0,0,273,283.0,0,0.0
user_108681,1,1,1,0,274,294.0,0,0.0
user_401462,0,0,1,0,274,278.0,0,0.0
user_405656,2,0,2,0,273,274.0,0,0.0
user_101895,2,1,4,0,276,283.0,0,0.0
user_193539,2,0,1,0,273,298.0,0,0.0
user_31176,4,3,0,0,272,283.0,0,0.0
user_444443,2,1,0,0,273,283.0,0,0.0
user_91538,2,0,1,0,273,273.0,0,0.0
user_446875,5,1,0,0,273,283.0,0,0.0
user_187262,1,0,0,0,272,283.0,0,0.0
user_467505,2,1,1,0,272,281.0,0,0.0
user_196309,2,0,1,0,274,280.0,0,0.0
user_476894,1,1,1,0,276,290.0,0,0.0
user_376484,3,3,2,0,272,277.0,0,0.0
user_335253,3,4,1,0,272,280.0,0,0.0
user_307746,3,5,1,0,273,295.0,1,0.0
user_233536,4,0,1,0,273,302.0,0,0.0
user_26715,3,0,1,0,274,275.0,0,0.0
user_78823,3,3,0,0,273,283.0,0,0.0
user_134868,2,2,0,0,272,283.0,0,0.0
user_287028,1,0,0,0,272,283.0,0,0.0
user_302404,0,1,2,0,272,282.0,0,0.0
user_287054,1,1,0,0,273,283.0,0,0.0
user_379457,1,0,0,0,273,283.0,0,0.0
user_187581,3,3,0,0,273,283.0,0,0.0
user_79435,0,1,1,0,275,288.0,0,0.0
user_363800,1,1,3,0,274,277.0,0,0.0
user_70723,3,3,0,0,273,283.0,0,0.0
user_288542,3,0,0,0,273,283.0,0,0.0
user_376768,3,0,2,0,272,286.0,0,0.0
user_91783,7,2,1,0,275,289.0,1,1.0
user_403026,0,0,0,0,282,283.0,0,0.0
user_149124,1,0,2,0,272,284.0,0,0.0
user_202212,2,0,0,0,272,283.0,0,0.0
user_365212,1,0,1,0,273,297.0,0,0.0
user_246260,0,0,0,0,273,283.0,0,0.0
user_61626,2,1,2,0,272,283.0,0,0.0
user_410146,1,1,0,0,273,283.0,0,0.0
user_347409,1,1,1,0,274,290.0,0,0.0
user_344215,3,1,0,0,272,283.0,0,0.0
user_360863,2,1,1,0,273,282.0,0,0.0
user_175085,2,1,3,0,273,277.0,0,0.0
user_202774,1,3,0,0,272,283.0,0,0.0
user_341746,0,1,0,0,272,283.0,0,0.0
user_325216,1,2,1,0,272,285.0,0,0.0
user_339436,4,0,0,0,272,283.0,0,0.0
user_339824,2,1,0,0,273,283.0,0,0.0
user_392914,2,1,2,0,273,287.0,0,0.0
user_138531,3,2,2,0,273,276.0,0,0.0
user_380687,0,0,0,0,276,283.0,0,0.0
user_312498,4,3,1,0,275,276.0,0,0.0
user_476124,2,1,0,0,272,283.0,0,0.0
user_393495,4,0,1,0,272,281.0,0,0.0
user_395552,0,0,2,0,273,280.0,0,0.0
user_61960,3,2,1,0,273,286.0,0,0.0
user_208712,0,1,1,0,274,274.0,0,0.0
user_372291,0,1,3,0,273,293.0,0,0.0
user_292724,1,1,0,0,275,283.0,0,0.0
user_462766,1,1,1,0,276,287.0,0,0.0
user_379749,4,1,0,0,273,283.0,0,0.0
user_199010,1,1,2,0,273,274.0,0,0.0
user_229594,1,0,0,0,272,283.0,0,0.0
user_147193,2,3,0,0,274,283.0,0,0.0
user_380316,0,2,0,0,274,283.0,0,0.0
user_348209,3,1,2,0,272,276.0,0,0.0
user_192524,2,2,0,0,274,283.0,0,0.0
user_428460,1,0,1,0,272,297.0,0,0.0
user_394049,5,1,0,0,276,283.0,0,0.0
user_37638,3,1,1,0,274,302.0,0,0.0
user_47837,1,1,0,0,274,283.0,0,0.0
user_35262,4,0,1,0,272,300.0,0,0.0
user_67094,2,0,2,0,272,281.0,0,0.0
user_400835,2,0,3,0,272,273.0,0,0.0
user_433498,0,0,3,0,274,279.0,0,0.0
user_387200,1,3,2,0,273,277.0,0,0.0
user_218167,1,3,0,0,274,283.0,0,0.0
user_137154,4,1,0,0,272,283.0,0,0.0
user_209777,3,0,1,0,272,272.0,0,0.0
user_340333,2,0,2,0,272,292.0,0,0.0
user_334815,3,0,1,0,272,276.0,0,0.0
user_222650,2,0,0,0,272,283.0,0,0.0
user_395537,1,2,0,0,273,283.0,0,0.0
user_89146,1,2,2,0,274,276.0,0,0.0
user_18710,2,1,2,0,274,290.0,0,0.0
user_262344,2,2,1,0,273,286.0,0,0.0
user_217945,1,0,0,0,274,283.0,0,0.0
user_198270,1,2,1,0,273,282.0,0,0.0
user_417752,0,0,0,0,272,283.0,0,0.0
user_71013,1,0,0,0,275,283.0,0,0.0
user_195165,2,1,0,0,273,283.0,0,0.0
user_166881,1,3,0,0,272,283.0,0,0.0
user_109926,4,0,1,0,273,297.0,0,0.0
user_441293,1,3,1,0,274,278.0,0,0.0
user_349977,1,0,1,0,273,298.0,0,0.0
user_37842,1,1,2,0,273,291.0,0,0.0
user_182893,1,2,1,0,272,292.0,0,0.0
user_429344,0,1,0,0,272,283.0,0,0.0
user_347297,1,1,2,0,272,277.0,0,0.0
user_483516,1,3,2,0,272,287.0,0,0.0
user_426149,2,1,0,0,274,283.0,0,0.0
user_307775,2,1,0,0,273,283.0,0,0.0
user_461553,2,1,1,0,273,294.0,0,0.0
user_434035,1,1,0,0,274,283.0,0,0.0
user_75758,1,1,0,0,272,283.0,0,0.0
user_416772,2,3,0,0,272,283.0,0,0.0
user_130249,0,0,0,0,272,283.0,0,0.0
user_354216,3,0,1,0,272,291.0,0,0.0
user_104862,3,1,1,0,272,282.0,0,0.0
user_155931,4,0,0,0,274,283.0,0,0.0
user_72746,4,1,1,0,273,284.0,0,0.0
user_46912,5,2,1,0,273,278.0,0,0.0
user_16602,2,0,3,0,272,278.0,0,0.0
user_415608,1,2,1,0,273,279.0,0,0.0
user_147182,1,1,1,0,272,290.0,0,0.0
user_175560,0,0,0,0,273,283.0,0,0.0
user_333419,2,0,0,0,272,283.0,0,0.0
user_160142,8,2,1,0,272,292.0,1,1.0
user_80462,4,1,2,0,275,290.0,0,0.0
user_35801,0,0,1,0,273,273.0,0,0.0
user_144451,2,0,1,0,273,280.0,0,0.0
user_158117,5,5,0,0,274,283.0,1,1.0
user_426561,3,3,0,0,274,283.0,0,0.0
user_193968,1,1,2,0,273,282.0,0,0.0
user_268402,3,2,0,0,272,283.0,0,0.0
user_15386,1,0,0,0,273,283.0,0,0.0
user_498879,0,1,1,0,274,286.0,0,0.0
user_172142,2,0,0,0,273,283.0,0,0.0
user_360812,2,2,0,0,273,283.0,0,0.0
user_371087,4,1,3,0,274,288.0,0,0.0
user_368887,2,1,1,0,272,295.0,0,0.0
user_2669,1,1,1,0,272,286.0,0,0.0
user_182440,3,0,0,0,274,283.0,0,0.0
user_218594,1,0,2,0,276,279.0,0,0.0
user_82881,1,1,3,0,273,274.0,0,0.0
user_98176,2,2,1,0,273,273.0,0,0.0
user_27206,0,2,3,0,274,275.0,0,0.0
user_478081,1,1,2,0,273,275.0,0,0.0
user_311024,2,1,0,0,273,283.0,0,0.0
user_206273,3,1,0,0,272,283.0,0,0.0
user_22932,2,1,1,0,278,278.0,0,0.0
user_77754,1,0,0,0,274,283.0,0,0.0
user_121056,3,1,1,0,272,289.0,0,0.0
user_228270,2,0,1,0,272,301.0,0,0.0
user_311947,2,1,1,0,274,279.0,0,0.0
user_63902,5,1,5,0,272,293.0,0,0.0
user_67814,2,1,1,0,273,287.0,0,0.0
user_428032,3,1,1,0,272,294.0,0,0.0
user_367296,4,0,0,0,274,283.0,0,0.0
user_175734,0,1,1,0,273,273.0,0,0.0
user_235320,0,0,1,0,272,300.0,0,0.0
user_374467,1,2,0,0,273,283.0,0,0.0
user_206489,5,2,0,0,272,283.0,1,0.0
user_126273,5,0,0,0,274,283.0,0,0.0
user_101480,2,1,0,0,272,283.0,0,0.0
user_82241,4,1,1,0,273,277.0,0,0.0
user_272264,0,3,1,0,272,275.0,0,0.0
user_453868,5,2,2,0,272,285.0,0,0.0
user_65230,1,1,0,0,274,283.0,0,0.0
user_262085,1,0,0,0,272,283.0,0,0.0
user_4979,0,1,0,0,272,283.0,0,0.0
